timestamp,raw_differential,filtered_differential,uncertainty
2025-11-07 00:00:00+00:00,-0.057939999999999936,-0.057939999999999936,0.1044041948748194
2025-11-07 00:15:00+00:00,-0.056070000000000016,-0.05671555817232581,0.08494200000918536
2025-11-07 00:30:00+00:00,-0.05723000000000002,-0.05702922592234404,0.08196737091019156
2025-11-07 00:45:00+00:00,-0.05623000000000009,-0.05654750154164564,0.08149645917241169
2025-11-07 01:00:00+00:00,-0.057520000000000016,-0.057132588852233004,0.08142168507138203
2025-11-07 01:15:00+00:00,-0.055940000000000094,-0.056415297189552606,0.08140980716372014
2025-11-07 01:30:00+00:00,-0.056070000000000016,-0.0562076251880951,0.08140792023262251
2025-11-07 01:45:00+00:00,-0.05507000000000009,-0.05552342859744551,0.08140762047070042
2025-11-07 02:00:00+00:00,-0.05507000000000009,-0.05525072547802867,0.08140757284980311
2025-11-07 02:15:00+00:00,-0.05581000000000018,-0.05558708687928297,0.08140756528463135
2025-11-07 02:30:00+00:00,-0.055940000000000094,-0.05579933747114268,0.08140756408280969
2025-11-07 02:45:00+00:00,-0.055940000000000094,-0.05588393535971583,0.08140756389188536
2025-11-07 03:00:00+00:00,-0.058970000000000015,-0.057739970186435015,0.08140756386155465
2025-11-07 03:15:00+00:00,-0.05523000000000017,-0.05623041266820057,0.08140756385673624
2025-11-07 03:30:00+00:00,-0.05436000000000017,-0.05510550069885155,0.08140756385597078
2025-11-07 03:45:00+00:00,-0.055520000000000166,-0.05535479072616735,0.08140756385584917
2025-11-07 04:00:00+00:00,-0.057520000000000016,-0.05665700059123146,0.08140756385582985
2025-11-07 04:15:00+00:00,-0.05523000000000017,-0.05579876750041145,0.08140756385582679
2025-11-07 04:30:00+00:00,-0.057520000000000016,-0.05683395886418454,0.0814075638558263
2025-11-07 04:45:00+00:00,-0.055520000000000166,-0.05604371183545257,0.08140756385582623
2025-11-07 05:00:00+00:00,-0.057520000000000016,-0.05693158767950342,0.0814075638558262
2025-11-07 05:15:00+00:00,-0.057100000000000095,-0.05703287497205269,0.08140756385582622
2025-11-07 05:30:00+00:00,-0.05723000000000002,-0.05715143078979572,0.08140756385582622
2025-11-07 05:45:00+00:00,-0.0568100000000001,-0.05694608595404161,0.08140756385582622
2025-11-07 06:00:00+00:00,-0.05538999999999994,-0.05601021776581161,0.08140756385582622
2025-11-07 06:15:00+00:00,-0.05694000000000001,-0.056569411564006536,0.08140756385582622
2025-11-07 06:30:00+00:00,-0.05494000000000017,-0.05558944355881573,0.08140756385582622
2025-11-07 06:45:00+00:00,-0.055940000000000094,-0.05580027678472555,0.08140756385582622
2025-11-07 07:00:00+00:00,-0.05623000000000009,-0.05605872284670227,0.08140756385582622
2025-11-07 07:15:00+00:00,-0.022520000000000224,-0.03588771384519653,0.08140756385582622
2025-11-07 07:30:00+00:00,-0.058780000000000096,-0.04965569517842115,0.08140756385582622
2025-11-07 07:45:00+00:00,-0.05755000000000017,-0.0544035233633086,0.08140756385582622
2025-11-07 08:00:00+00:00,-0.05507000000000009,-0.05480435872902734,0.08140756385582622
2025-11-07 08:15:00+00:00,-0.05152000000000016,-0.05282906498304334,0.08140756385582622
2025-11-07 08:30:00+00:00,-0.05381000000000001,-0.05341902331709692,0.08140756385582622
2025-11-07 08:45:00+00:00,-0.05481000000000025,-0.05425559074752567,0.08140756385582622
2025-11-07 09:00:00+00:00,-0.04338999999999993,-0.04772075846494903,0.08140756385582622
2025-11-07 09:15:00+00:00,-0.059910000000000255,-0.055051666736228744,0.08140756385582622
2025-11-07 09:30:00+00:00,-0.055520000000000166,-0.055333333826607135,0.08140756385582622
2025-11-07 09:45:00+00:00,-0.0584900000000001,-0.05723183014351502,0.08140756385582622
2025-11-07 10:00:00+00:00,-0.05510000000000025,-0.05594969530459863,0.08140756385582622
2025-11-07 10:15:00+00:00,-0.05623000000000009,-0.05611827741071968,0.08140756385582622
2025-11-07 10:30:00+00:00,-0.056360000000000014,-0.056263655293667905,0.08140756385582622
2025-11-07 10:45:00+00:00,-0.05381000000000001,-0.054787966930655775,0.08140756385582622
2025-11-07 11:00:00+00:00,-0.05468000000000001,-0.05472303297535651,0.08140756385582622
2025-11-07 11:15:00+00:00,-0.057940000000000255,-0.05665779570046776,0.08140756385582622
2025-11-07 11:30:00+00:00,-0.0565200000000001,-0.05657492199274769,0.08140756385582622
2025-11-07 11:45:00+00:00,-0.05765000000000025,-0.05722150022593598,0.08140756385582622
2025-11-07 12:00:00+00:00,-0.051809999999999856,-0.05396689150788989,0.08140756385582622
2025-11-07 12:15:00+00:00,-0.055650000000000095,-0.0549791541602289,0.08140756385582622
2025-11-07 12:30:00+00:00,-0.05623000000000009,-0.05573144347097115,0.08140756385582622
2025-11-07 12:45:00+00:00,-0.055650000000000095,-0.055682461373662916,0.08140756385582622
2025-11-07 13:00:00+00:00,-0.05423000000000025,-0.05480891554496807,0.08140756385582622
2025-11-07 13:15:00+00:00,-0.05281000000000009,-0.05360671879957937,0.08140756385582622
2025-11-07 13:30:00+00:00,-0.0565200000000001,-0.05535883743528891,0.08140756385582622
2025-11-07 13:45:00+00:00,-0.034360000000000154,-0.04272962251662913,0.08140756385582622
2025-11-07 14:00:00+00:00,-0.058650000000000174,-0.0523045272913953,0.08140756385582622
2025-11-07 14:15:00+00:00,-0.053649999999999934,-0.05311372751767085,0.08140756385582622
2025-11-07 14:30:00+00:00,-0.054910000000000014,-0.054194049764162755,0.08140756385582622
2025-11-07 14:45:00+00:00,-0.05109999999999994,-0.05233321248871558,0.08140756385582622
