timestamp,jameson_isis_differential,isis_flag_status
2020-08-07 11:30:00+00:00,-0.02742,Isis - Grey
2020-08-07 11:45:00+00:00,-0.03026,Isis - Grey
2020-08-07 12:00:00+00:00,-0.02252,Isis - Grey
2020-08-07 12:15:00+00:00,-0.02752,Isis - Grey
2020-08-07 12:30:00+00:00,-0.0181,Isis - Grey
2020-08-07 12:45:00+00:00,-0.02742,Isis - Grey
2020-08-07 13:00:00+00:00,-0.031,Isis - Grey
2020-08-07 13:15:00+00:00,-0.03126,Isis - Grey
2020-08-07 13:30:00+00:00,-0.03797,Isis - Grey
2020-08-07 13:45:00+00:00,-0.02439,Isis - Grey
2020-08-07 14:00:00+00:00,-0.018,Isis - Grey
2020-08-07 14:15:00+00:00,-0.02361,Isis - Grey
2020-08-07 14:30:00+00:00,-0.02474,Isis - Grey
2020-08-07 14:45:00+00:00,-0.02184,Isis - Grey
2020-08-07 15:00:00+00:00,-0.037,Isis - Grey
2020-08-07 15:15:00+00:00,-0.02458,Isis - Grey
2020-08-07 15:30:00+00:00,-0.00245,Isis - Grey
2020-08-07 15:45:00+00:00,-0.02216,Isis - Grey
2020-08-07 16:00:00+00:00,-0.02358,Isis - Grey
2020-08-07 16:15:00+00:00,-0.02155,Isis - Grey
2020-08-07 16:30:00+00:00,-0.01729,Isis - Grey
2020-08-07 16:45:00+00:00,-0.029,Isis - Grey
2020-08-07 17:00:00+00:00,-0.02729,Isis - Grey
2020-08-07 17:15:00+00:00,-0.027,Isis - Grey
2020-08-07 17:30:00+00:00,-0.02371,Isis - Grey
2020-08-07 17:45:00+00:00,-0.02345,Isis - Grey
2020-08-07 18:00:00+00:00,-0.03084,Isis - Grey
2020-08-07 18:15:00+00:00,-0.02484,Isis - Grey
2020-08-07 18:30:00+00:00,-0.02684,Isis - Grey
2020-08-07 18:45:00+00:00,-0.02471,Isis - Grey
2020-08-07 19:00:00+00:00,-0.03116,Isis - Grey
2020-08-07 19:15:00+00:00,-0.02216,Isis - Grey
2020-08-07 19:30:00+00:00,-0.02358,Isis - Grey
2020-08-07 19:45:00+00:00,-0.02116,Isis - Grey
2020-08-07 20:00:00+00:00,-0.02258,Isis - Grey
2020-08-07 20:15:00+00:00,-0.02516,Isis - Grey
2020-08-07 20:30:00+00:00,-0.02216,Isis - Grey
2020-08-07 20:45:00+00:00,-0.01774,Isis - Grey
2020-08-07 21:00:00+00:00,-0.02413,Isis - Grey
2020-08-07 21:15:00+00:00,-0.025,Isis - Grey
2020-08-07 21:30:00+00:00,-0.024,Isis - Grey
2020-08-07 22:45:00+00:00,-0.025,Isis - Grey
2020-08-07 23:00:00+00:00,-0.025,Isis - Grey
2020-08-07 23:15:00+00:00,-0.024,Isis - Grey
2020-08-07 23:30:00+00:00,-0.02529,Isis - Grey
2020-08-07 23:45:00+00:00,-0.025,Isis - Grey
2020-08-08 00:00:00+00:00,-0.02187,Isis - Grey
2020-08-08 00:00:00+00:00,-0.02187,Isis - Grey
2020-08-08 00:15:00+00:00,-0.02287,Isis - Grey
2020-08-08 00:30:00+00:00,-0.02187,Isis - Grey
2020-08-08 00:45:00+00:00,-0.02216,Isis - Grey
2020-08-08 01:00:00+00:00,-0.024,Isis - Grey
2020-08-08 01:15:00+00:00,-0.024,Isis - Grey
2020-08-08 01:30:00+00:00,-0.024,Isis - Grey
2020-08-08 01:45:00+00:00,-0.024,Isis - Grey
2020-08-08 02:00:00+00:00,-0.02287,Isis - Grey
